t,phase,clearance,horizontal_error_gt,tag_valid,tag_age,tag_weight,yolo_visible,yolo_confidence,coarse_vx,coarse_vy,tag_vx,tag_vy,cmd_vx,cmd_vy,cmd_vz,uav_x,uav_y,uav_z,vehicle_x,vehicle_y,mode,armed
3.396,TAKEOFF,-2.1255322261061758,59.98745665667738,0,12.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004933049902319908,0.007411549799144268,-0.003794293152168393,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.432,TAKEOFF,-2.125532238728482,59.987603917881216,0,12.056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004764556419104338,0.007948405109345913,-0.003755949204787612,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.464,TAKEOFF,-2.1255322503314376,59.98756659735079,0,12.088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004633235279470682,0.00882457010447979,-0.0037216090131551027,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.496,TAKEOFF,-2.1255322597416764,59.98751774139732,0,12.12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004550631623715162,0.01015273667871952,-0.003712447825819254,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.532,TAKEOFF,-2.125532269081707,59.98748783473215,0,12.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004497858230024576,0.012618730776011944,-0.0037517249584198,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.564,TAKEOFF,-2.125532275372269,59.98740819888579,0,12.188,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004525293130427599,0.015345662832260132,-0.0038171131163835526,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.596,TAKEOFF,-2.1255322820542477,59.98741148791066,0,12.22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004592678043991327,0.018857555463910103,-0.003910270053893328,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.632,TAKEOFF,-2.125532288566096,59.987745972536416,0,12.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0045745703391730785,0.023271454498171806,-0.004006949253380299,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.664,TAKEOFF,-2.125483565085659,59.98849578889354,0,12.288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.004372894298285246,0.02869083732366562,-0.004113569390028715,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.6959999999999997,TAKEOFF,-2.1252858242450063,59.9893073238511,0,12.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.003996549639850855,0.03511267900466919,-0.0038973211776465178,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.732,TAKEOFF,-2.124676282346683,59.99059652629568,0,12.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0033543002791702747,0.04448036104440689,-0.0032954418566077948,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.7640000000000002,TAKEOFF,-2.1237307663030545,59.99164273601908,0,12.388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.002736196620389819,0.05301555618643761,-0.002448765793815255,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.7960000000000003,TAKEOFF,-2.1223736459100855,59.99291609128413,0,12.42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0020499189849942923,0.062439918518066406,-0.001155816949903965,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.832,TAKEOFF,-2.1201051570773815,59.99464710273699,0,12.456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0013018189929425716,0.07221590727567673,-0.00014776985335629433,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.864,TAKEOFF,-2.1181617797176546,59.99563754884435,0,12.488,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0008235269342549145,0.07884275168180466,0.0007719926070421934,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.896,TAKEOFF,-2.115618073578939,59.99737372981521,0,12.52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0001478333433624357,0.08851549029350281,0.002330191433429718,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.932,TAKEOFF,-2.112397941429451,59.99942113289665,0,12.556000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.000741377123631537,0.10187456756830215,0.004974932409822941,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.964,TAKEOFF,-2.109670616992628,60.000746613246015,0,12.588,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0014729956164956093,0.11350448429584503,0.007414321415126324,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
3.996,TAKEOFF,-2.1054622715921973,60.00293995866341,0,12.62,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0022054160945117474,0.1258825808763504,0.01006206776946783,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.032,TAKEOFF,-2.101375975370425,60.005484367537115,0,12.656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0034774343948811293,0.13881880044937134,0.013229191303253174,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.064,TAKEOFF,-2.0980218963355752,60.00697674884673,0,12.688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.004677667748183012,0.15231813490390778,0.0166073776781559,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.096,TAKEOFF,-2.094024363508296,60.00867852940591,0,12.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0057978215627372265,0.16630995273590088,0.020144160836935043,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.132,TAKEOFF,-2.0893526736957617,60.01090031472892,0,12.756,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0071097686886787415,0.18436729907989502,0.024777526035904884,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.164,TAKEOFF,-2.0850776061111227,60.01255599730385,0,12.788,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.00816904567182064,0.19921180605888367,0.028558436781167984,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.196,TAKEOFF,-2.0801080588760543,60.015123608088174,0,12.82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.00936274603009224,0.21434055268764496,0.03239642456173897,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.232,TAKEOFF,-2.0754948120481926,60.01783370804326,0,12.856,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.010785354301333427,0.22963324189186096,0.03645344451069832,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.264,TAKEOFF,-2.070025867916182,60.02185214919854,0,12.888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.012988952919840813,0.2488379180431366,0.04178289324045181,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.296,TAKEOFF,-2.0655308142922992,60.02403956752184,0,12.92,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.01456997636705637,0.2603723406791687,0.04513327032327652,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.332,TAKEOFF,-2.059394578040651,60.02969418024063,0,12.956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.017651952803134918,0.27958980202674866,0.05102061480283737,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.364,TAKEOFF,-2.0535615914967433,60.03352955351334,0,12.988,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.020513717085123062,0.2949354350566864,0.05605791509151459,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.396,TAKEOFF,-2.0473324162902973,60.03860881417376,0,13.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.024011926725506783,0.3105737566947937,0.06151627004146576,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.432,TAKEOFF,-2.0398112271063433,60.04514276518704,0,13.056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.028657183051109314,0.327119916677475,0.0673205554485321,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.464,TAKEOFF,-2.0326364474723597,60.05037960877462,0,13.088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.03346848860383034,0.3435683846473694,0.07352504879236221,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.496,TAKEOFF,-2.0239906923659734,60.05647502657499,0,13.12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.038414306938648224,0.3599463999271393,0.08019062876701355,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.532,TAKEOFF,-2.015777342660106,60.063330235733254,0,13.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.04471747204661369,0.38035139441490173,0.08929862827062607,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.564,TAKEOFF,-2.007056339604666,60.06764399765787,0,13.188,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.049782875925302505,0.39665496349334717,0.09711635112762451,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.596,TAKEOFF,-1.9966328024749656,60.07397484323564,0,13.22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.05482226610183716,0.41294237971305847,0.10538779199123383,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.632,TAKEOFF,-1.9868202077287587,60.07959738793919,0,13.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.05980229750275612,0.42922043800354004,0.11429791152477264,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.664,TAKEOFF,-1.9764946849672802,60.08520479717467,0,13.288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.06470706313848495,0.4454961121082306,0.12363756448030472,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.696,TAKEOFF,-1.965659577343594,60.09077068990981,0,13.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.06951474398374557,0.4617534875869751,0.13339895009994507,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.732,TAKEOFF,-1.9528696676641024,60.0981920430933,0,13.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.07537824660539627,0.4820467531681061,0.14622750878334045,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.764,TAKEOFF,-1.9409738567893375,60.102445412168564,0,13.388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.07994910329580307,0.4982362389564514,0.1569986194372177,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.796,TAKEOFF,-1.9285911344819464,60.10787603268267,0,13.42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.08441709727048874,0.5143635869026184,0.16819381713867188,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.832,TAKEOFF,-1.9140890440007092,60.11520123764993,0,13.456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0900411456823349,0.530897855758667,0.1812945306301117,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.864,TAKEOFF,-1.9007036551369585,60.12042653773752,0,13.488,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.0954665020108223,0.5473588109016418,0.1947704404592514,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.896,TAKEOFF,-1.8851043982370328,60.12628114761141,0,13.52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.10070916265249252,0.5637430548667908,0.2085178941488266,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.932,TAKEOFF,-1.8689533201218231,60.13335402860591,0,13.556000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.10701673477888107,0.5841034650802612,0.22610226273536682,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.964,TAKEOFF,-1.856022044147789,60.136427929958465,0,13.588,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.1118541732430458,0.600274384021759,0.24064481258392334,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
4.996,TAKEOFF,-1.8389331578971568,60.14208946709421,0,13.62,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.1165291965007782,0.6163408756256104,0.25558292865753174,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.032,TAKEOFF,-1.8213384518036901,60.147649128858326,0,13.656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.12103031575679779,0.6322968602180481,0.27077314257621765,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.064,TAKEOFF,-1.8073116301991186,60.15296643741288,0,13.688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.12641148269176483,0.6521008014678955,0.2901955544948578,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.096,TAKEOFF,-1.790920117919282,60.15554010385564,0,13.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.12951625883579254,0.6639068126678467,0.3022047281265259,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.132,TAKEOFF,-1.7720268004904174,60.162947309530324,0,13.756,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.13447962701320648,0.6834456920623779,0.3225476145744324,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.164,TAKEOFF,-1.7548381500525496,60.1664726923653,0,13.788,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.13826382160186768,0.6989620923995972,0.33912843465805054,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.196,TAKEOFF,-1.7372818357249444,60.17149921488918,0,13.82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.14241567254066467,0.7145197987556458,0.3562763035297394,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.232,TAKEOFF,-1.7148219926116415,60.17852392695792,0,13.856,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.14790308475494385,0.7303654551506042,0.3744248151779175,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.264,TAKEOFF,-1.6964502332490277,60.18266659306677,0,13.888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.15309882164001465,0.7460537552833557,0.3927353322505951,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.296,TAKEOFF,-1.6800902877498953,60.18620430792716,0,13.92,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.15803538262844086,0.76158207654953,0.41121116280555725,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.332,TAKEOFF,-1.658677098401741,60.191914991442836,0,13.956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.16386334598064423,0.7807649374008179,0.4348839819431305,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.364,TAKEOFF,-1.639294154417906,60.194558313378174,0,13.988,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.16826197504997253,0.7959327697753906,0.4539354741573334,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.396,TAKEOFF,-1.6171050390156334,60.198825553986,0,14.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.17241591215133667,0.8109438419342041,0.4731115400791168,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.432,TAKEOFF,-1.5945174252339371,60.20296612559516,0,14.056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.17634086310863495,0.8258012533187866,0.49248239398002625,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.464,TAKEOFF,-1.5741073437712556,60.20650329301542,0,14.088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.18004265427589417,0.840505063533783,0.5120425224304199,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.496,TAKEOFF,-1.555994728715378,60.20947881895461,0,14.12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.18352754414081573,0.8550410866737366,0.5317696928977966,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.532,TAKEOFF,-1.5323602673904044,60.21407149487025,0,14.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.1875806450843811,0.8729768395423889,0.5566819310188293,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.564,TAKEOFF,-1.5110236258731857,60.216377388412255,0,14.188,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.19059480726718903,0.8871269226074219,0.5768765211105347,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.596,TAKEOFF,-1.4866493718036708,60.22032028984689,0,14.22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.19386473298072815,0.9014976024627686,0.5972832441329956,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.632,TAKEOFF,-1.4618852198871646,60.226023541955605,0,14.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.1992296725511551,0.9205954074859619,0.6231013536453247,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.664,TAKEOFF,-1.4423543322793928,60.22717711474782,0,14.288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.20316992700099945,0.9355648756027222,0.643943190574646,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.696,TAKEOFF,-1.4197460603326957,60.228861170020075,0,14.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.20594480633735657,0.9466183185577393,0.6597096920013428,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.732,TAKEOFF,-1.3939488828824242,60.233640306248965,0,14.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.21024025976657867,0.9647022485733032,0.686299204826355,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.764,TAKEOFF,-1.3707000135165561,60.23510565840303,0,14.388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.21339300274848938,0.9788852334022522,0.7076417207717896,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.796,TAKEOFF,-1.3441895997462097,60.237737750995855,0,14.42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.21630802750587463,0.9928008913993835,0.7290357947349548,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.836,TAKEOFF,-1.3173031908549024,60.24093141921774,0,14.46,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2196282148361206,1.0098323822021484,0.7560473084449768,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.864,TAKEOFF,-1.296131599863756,60.24135465562622,0,14.488,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.22146479785442352,1.0198585987091064,0.7724263072013855,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.896,TAKEOFF,-1.2716604977054233,60.24405893375795,0,14.52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.22373442351818085,1.033010721206665,0.794376790523529,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.932,TAKEOFF,-1.2437818171311616,60.24677436252805,0,14.556000000000001,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.22630451619625092,1.049110770225525,0.8221665024757385,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.964,TAKEOFF,-1.2186905810076907,60.24798170462411,0,14.588,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.22816269099712372,1.0617097616195679,0.8447221517562866,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
5.996,TAKEOFF,-1.1933085301410806,60.24998792149097,0,14.62,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.23015093803405762,1.0744080543518066,0.8678023219108582,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.032,TAKEOFF,-1.161176992927082,60.252874519873394,0,14.656,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.23281873762607574,1.0878700017929077,0.8919055461883545,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.064,TAKEOFF,-1.1384218437541092,60.25404955288653,0,14.688,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.23523032665252686,1.10098397731781,0.916252851486206,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.096,TAKEOFF,-1.1121571768476177,60.25535189537094,0,14.72,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.23740342259407043,1.1137681007385254,0.9407973885536194,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.132,TAKEOFF,-1.0789485095324138,60.257437961602974,0,14.756,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.23981644213199615,1.1292961835861206,0.9718258380889893,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.164,TAKEOFF,-1.0554614066556443,60.25781148996845,0,14.788,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24150627851486206,1.1413816213607788,0.9969229102134705,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.196,TAKEOFF,-1.0283861058802197,60.258835709844845,0,14.82,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24298736453056335,1.153179407119751,1.0223268270492554,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.232,TAKEOFF,-0.9942081608522706,60.26043313108764,0,14.856,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24460166692733765,1.1675001382827759,1.0543454885482788,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.264,TAKEOFF,-0.970069555095797,60.260780234359615,0,14.888,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24572421610355377,1.1786223649978638,1.0801584720611572,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.296,TAKEOFF,-0.9422711871666298,60.26128655709496,0,14.92,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24646693468093872,1.1867780685424805,1.0996955633163452,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.332,TAKEOFF,-0.9107300442151725,60.26266655560362,0,14.956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24752847850322723,1.2000223398208618,1.1324886083602905,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.364,TAKEOFF,-0.8789099991641587,60.26308128878579,0,14.988,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.24821865558624268,1.2103198766708374,1.15902578830719,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.396,TAKEOFF,-0.8503973293491844,60.263775865389555,0,15.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2489454597234726,1.2204997539520264,1.1859807968139648,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.432,TAKEOFF,-0.821678330814378,60.26469982491205,0,15.056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2500176727771759,1.2308320999145508,1.213826298713684,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.464,TAKEOFF,-0.7927576800029263,60.265285781002966,0,15.088,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.251137912273407,1.2433295249938965,1.2486635446548462,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.496,TAKEOFF,-0.7599871021247231,60.26507310418418,0,15.12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25169995427131653,1.2505954504013062,1.2695963382720947,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.532,TAKEOFF,-0.7306562284401985,60.26569677710382,0,15.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2524692118167877,1.2623298168182373,1.304591178894043,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.564,TAKEOFF,-0.7011417265068178,60.265588465382834,0,15.188,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2529444694519043,1.2714134454727173,1.3327016830444336,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.596,TAKEOFF,-0.6677227352355601,60.26569453739412,0,15.22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.253350168466568,1.2802886962890625,1.3615528345108032,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.632,TAKEOFF,-0.6378283974717871,60.26596742013066,0,15.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25390541553497314,1.2912075519561768,1.3997454643249512,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.664,TAKEOFF,-0.6077618620132861,60.265549384984006,0,15.288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.254140168428421,1.2975544929504395,1.422622561454773,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.696,TAKEOFF,-0.5775379057582042,60.26549630767663,0,15.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25435271859169006,1.3057857751846313,1.4530105590820312,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.732,TAKEOFF,-0.5395580286176218,60.265241802290774,0,15.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2544673979282379,1.3157027959823608,1.4912302494049072,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.764,TAKEOFF,-0.5128425895226796,60.264837813104776,0,15.388,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.2544323205947876,1.3233519792556763,1.5217082500457764,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.796,TAKEOFF,-0.4821930732250086,60.26441435174722,0,15.42,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25427863001823425,1.3307538032531738,1.5521000623703003,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.832,TAKEOFF,-0.44757684193132863,60.26388656816431,0,15.456,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25401952862739563,1.3379074335098267,1.582383394241333,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
6.864,TAKEOFF,-0.41669077304626523,60.26329107881781,0,15.488,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-0.25356703996658325,1.346492886543274,1.6202112436294556,10.000000004412279,7.975472637938368e-08,OFFBOARD,1
