t,phase,clearance,horizontal_error_gt,tag_valid,tag_age,tag_weight,yolo_visible,yolo_confidence,coarse_vx,coarse_vy,tag_vx,tag_vy,cmd_vx,cmd_vy,cmd_vz,uav_x,uav_y,uav_z,vehicle_x,vehicle_y,mode,armed
1.928,TAKEOFF,-2.2345094324014667,60.38132468060075,0,10.092,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006871423218399286,-0.008173171430826187,0.0068311928771436214,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
1.96,TAKEOFF,-2.2299325851564142,60.38174575102446,0,10.124,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006988878827542067,-0.008302178233861923,0.0073426757007837296,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
1.992,TAKEOFF,-2.2251904915686467,60.38216485734742,0,10.156,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007094208616763353,-0.008448544889688492,0.007701544556766748,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.028,TAKEOFF,-2.2196762241945156,60.38263400140091,0,10.192,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007203350774943829,-0.008634370751678944,0.00814166758209467,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.06,TAKEOFF,-2.2146317974077414,60.383048926642715,0,10.224,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007313585374504328,-0.008854285813868046,0.008597176522016525,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.092,TAKEOFF,-2.2094690050234354,60.38346188108073,0,10.256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007296411320567131,-0.008880766108632088,0.009040365926921368,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.128,TAKEOFF,-2.203539088188989,60.38392409641829,0,10.292,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007268652785569429,-0.008877743035554886,0.009411045350134373,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.16,TAKEOFF,-2.198177680406518,60.384332855728694,0,10.324,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0072476924397051334,-0.008948243223130703,0.009780915454030037,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.192,TAKEOFF,-2.1927483214485126,60.384739637598514,0,10.356,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007245177403092384,-0.009058642201125622,0.010088028386235237,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
2.228,TAKEOFF,-2.1865797892386967,60.38519490098421,0,10.392,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.007254410535097122,-0.009210086427628994,0.010349616408348083,10.000000083512225,1.5435317252992384e-11,OFFBOARD,1
