run_id,target_speed,t,x_gt,y_gt,z_gt,vx_gt,vy_gt,vz_gt,speed_gt,roll_gt,pitch_gt,yaw_gt,angular_speed_gt,tag_visible,tag_x_map_visual,tag_y_map_visual,tag_error_x_vs_gt,tag_error_y_vs_gt,yolo_detected,yolo_confidence,yolo_center_x,yolo_center_y
vehicle_motion_0p5,0.5,0.988,10.000000003641938,7.922277292690593e-08,0.049999996287036774,-1.2859188979316825e-13,1.2151304583868312e-12,6.321573646316134e-07,1.2219156701753067e-12,-3.761796875299122e-09,2.8062247301030275e-13,-2.4931422338201153e-08,1.671857756527432e-06,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.04,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.092,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.144,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.196,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.248,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.3,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.3519999999999999,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.404,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.456,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.508,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.56,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.612,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.6640000000000001,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.716,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.768,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.8199999999999998,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.8719999999999999,10.000000003626253,7.924202100084607e-08,0.04992755344959976,0.0,0.0,0.0,0.0,7.625445643984532e-05,-7.699214503343067e-11,-2.4940650090687922e-08,0.0,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.924,10.000000003785853,7.930785259158584e-08,0.04999999651813025,1.8763717734832555e-13,-1.758297700129853e-12,1.9815138725847944e-06,1.7682812311974521e-12,-4.78605672966155e-09,1.848109160360077e-10,-2.5724982224677188e-08,2.7405086123593196e-06,False,,,,,False,,,
vehicle_motion_0p5,0.5,1.976,10.00000000404276,7.944689163296042e-08,0.04999999628719842,-1.4352495537344908e-13,1.3561926437162514e-12,7.032526915171392e-07,1.3637660722004435e-12,-3.763019128481543e-09,2.0090028466268508e-10,-2.6888728057408667e-08,1.8051023656448122e-06,False,,,,,False,,,
vehicle_motion_0p5,0.5,2.028,10.000000004231016,7.956358089196685e-08,0.04992756180854352,3.26601274045029e-09,6.645859121703901e-09,-0.018108123819739814,7.405017399460893e-09,7.624549358344056e-05,5.031327697417073e-10,-2.765232246225921e-08,0.019062577652411483,False,,,,,False,,,
vehicle_motion_0p5,0.5,2.08,10.00000000448718,7.967668431125864e-08,0.04999998872570499,9.662510811834964e-11,-5.321578859626955e-10,-1.862285522737429e-06,5.408589715546632e-10,5.861966072218334e-09,-2.1542949749138044e-09,-2.881738779364485e-08,2.46408773100133e-06,False,,,,,False,,,
vehicle_motion_0p5,0.5,2.132,10.00000000476192,7.981992868073592e-08,0.04999999344935069,5.183221241576799e-09,1.3686338277973942e-09,0.004999218967081369,5.360871290538907e-09,3.609404202388378e-09,1.7940549355053e-10,-2.996951766640466e-08,0.0052623189202629355,False,,,,,False,,,
vehicle_motion_0p5,0.5,2.184,10.00000000495115,7.991307493543412e-08,0.049999996518171885,1.8195103162088028e-13,-1.7057111630830511e-12,1.9406076889278065e-06,1.7153882212997842e-12,-4.786471470080971e-09,2.5949074848541393e-10,-3.0733424128223e-08,2.700201404026039e-06,False,,,,,False,,,
vehicle_motion_0p5,0.5,2.2359999999999998,10.00000000523782,8.005919045168092e-08,0.04999999628725793,-1.489983523980153e-13,1.4078637264001439e-12,7.292567630389309e-07,1.4157262380596831e-12,-3.763467123545355e-09,2.7439168118362216e-10,-3.187777992356533e-08,1.8533412881397142e-06,False,,,,,False,,,
