run_id,timestamp,mode,vehicle_speed,success,takeoff_time,tag_handoff_time,touchdown_time,total_time,max_horizontal_error_gt,tag_loss_count,max_tag_loss_duration,handoff_horizontal_error_visual,handoff_horizontal_error_gt,handoff_clearance_gt,touchdown_horizontal_error_gt,uav_vx_touchdown_gt,uav_vy_touchdown_gt,uav_vz_touchdown_gt,uav_vx_touchdown_mavros,uav_vy_touchdown_mavros,uav_vz_touchdown_mavros,vehicle_vx_touchdown_gt,vehicle_vy_touchdown_gt,relative_speed_touchdown_gt,offboard_lost,disarm_success,possible_bounce,bounce_height,failure_reason
smoke_static_01,2026-08-21T18:19:00,static_baseline,0.0,True,6.236,61.008,64.236,58.00000000000001,2.9516476421838416,1,0.296,2.914738693501006,2.992364678647424,2.8663219072823396,0.33463278096683785,0.8103770507276048,0.22255033407319919,-0.8058818082011289,0.8121435046195984,0.26019924879074097,-0.8510660529136658,5.184071893824195e-09,1.3726681163256371e-09,0.8403806319335199,False,True,False,-0.08065867835040663,
static_01,2026-08-21T19:02:10,static_baseline,0.0,True,5.8,61.276,64.46,58.66,2.910608116988983,1,0.26,2.9103269768561963,2.975672237499743,2.8556364610535137,0.3639498376326453,0.7815636957456126,0.22349303085615002,-0.7953974771843771,0.7893527150154114,0.25077173113822937,-0.8668434619903564,1.9973248174033112e-13,-1.8863187157462914e-12,0.8128904879190919,False,True,False,-0.13552920567713267,
static_02,2026-08-21T23:48:02,static_baseline,0.0,True,5.608,61.22,64.436,58.82800000000001,2.9418149719014854,1,0.296,2.892159805367683,2.965543594862805,2.853229809798472,0.3309770977974128,0.7939543029112649,0.23367034186218938,-0.8079546357816431,0.8011767268180847,0.26021134853363037,-0.8768354654312134,-3.921829060595022e-09,4.793128434085747e-09,0.8276262850857186,False,True,False,-0.09144693176916885,
static_03,2026-08-21T23:51:55,static_baseline,0.0,True,6.004,61.472,64.692,58.687999999999995,2.9156011109195115,1,0.352,2.9021541853326527,2.9817503523825986,2.846401369207347,0.3338469235877216,0.810624716816388,0.2521953417224262,-0.808529692004298,0.817932665348053,0.2651854157447815,-0.8726164698600769,-3.9218293858649645e-09,4.793128447963535e-09,0.8489493069911742,False,True,False,-0.15750350112741085,
static_04,2026-08-21T23:57:08,static_baseline,0.0,True,5.808,61.208,64.424,58.61600000000001,2.9414455975322116,1,0.28,2.9148325047199113,2.975366018285094,2.8519630292230835,0.3427559502176032,0.7916111244190199,0.2281817201953011,-0.7926711921383319,0.8004544377326965,0.25468194484710693,-0.8640751242637634,-1.2859216411438352e-13,1.215129045324117e-12,0.8238416533138395,False,True,False,-0.08617063524516322,
static_05,2026-08-22T00:11:39,static_baseline,0.0,True,5.82,61.06,64.284,58.464000000000006,2.978200927649735,1,0.296,2.8955405349657597,2.978200927649735,2.8446771801613697,0.3334253807344862,0.7826515849703456,0.22621371961106182,-0.8159156087408346,0.7938289642333984,0.25210055708885193,-0.874188244342804,1.9973247956153738e-13,-1.8863187358897936e-12,0.8146877625185043,False,True,False,-0.16090090951359182,
